,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_Intercept_subj.530,0.029300322373758972,0.0067424718950772509,0.017177086430455981,0.023656624556816483,0.028992722362587164,0.033741438291488825,0.043533338870133574,0.00061658486274780407
z_Intercept_subj.531,0.029165264881248491,0.0066446221539368817,0.017131746445820058,0.023647170514843902,0.028828727675647769,0.033483579575075223,0.043431432162259767,0.00060917081633050224
z_Intercept_subj.533,0.029233791999569367,0.0067091295418444845,0.017166677117896403,0.023662186509210488,0.028858619722185293,0.033625834205029348,0.043627661879576896,0.00061409334096569049
z_Intercept_subj.534,0.029311022115060124,0.0067229205719604212,0.017188411907860288,0.023659486829904413,0.02897674950286129,0.033752322503943423,0.043617189266060639,0.00061419853713186106
z_Intercept_subj.535,0.029272772215435158,0.0067125399675543916,0.017252050120352184,0.023658747199753666,0.028895474487687929,0.033718468276197414,0.04349210610757448,0.00061417039579941173
z_Intercept_subj.536,0.029326097894250076,0.0067491471502075708,0.017168990904996566,0.023668055176751024,0.028944019240387243,0.033762970860545326,0.043730885180539199,0.00061813204837394002
z_Intercept_subj.537,0.029359296773808947,0.0067706447046365541,0.017111240866153923,0.023681242962350673,0.028978418791542497,0.033844835159038425,0.043621273662417699,0.00061809936754313069
z_Intercept_subj.538,0.029165433948072046,0.0066572485558752991,0.017190704279397503,0.023644769262911123,0.028807647671388378,0.033525871020731367,0.043362938242696138,0.00060878033057593984
z_Intercept_subj.539,0.029343579141459762,0.0067546506789863767,0.017124246694628142,0.023658019391870466,0.02902346670809057,0.033755933551525882,0.043644727853263433,0.0006199511538604348
z_Intercept_subj.541,0.029338678357771195,0.0067712518897173751,0.017175096994442487,0.023666305363173462,0.028961967560944629,0.033760602604937857,0.043753909169617071,0.00061812155783625756
z_Intercept_subj.542,0.029289914500654806,0.0067526627967777466,0.017215185916441809,0.023649044652452555,0.028883296072509949,0.033751875091786093,0.04357400428980672,0.00061748878425387443
z_condition,0.099629520079776296,0.023271595563003462,0.052963447392022453,0.084616212559922563,0.09974520336632739,0.11499143958282727,0.14536246800296043,0.00032247797743006348
z_condition_std,0.09763945295712835,0.02404310865352435,0.05037546269425297,0.081860563593451896,0.096876595305058266,0.11329855209286369,0.14667217147332084,0.00058597748624174121
z_condition_subj.501,0.046715434145577078,0.067340377415132394,-0.088595144910601123,0.0019173846107498754,0.048719292811138529,0.092572373458410823,0.17537603004477775,0.00076203277212323237
z_condition_subj.502,0.027183244647970322,0.068707392516644331,-0.11077269453198525,-0.018729285419904637,0.02977907510577503,0.074781285745557216,0.15635364662608275,0.00088629633942748022
z_condition_subj.503,0.18859979835258545,0.068507137992854489,0.061551478970347809,0.14132541863924314,0.18561186671400753,0.23412424654209427,0.32863990950190991,0.0008953613821667645
z_condition_subj.504,0.21984854482388294,0.080291519696138819,0.070907125846408486,0.16384749020048911,0.21736696894560251,0.27309696270172845,0.38223010030372234,0.0013720039270156161
z_condition_subj.505,0.10640019714797051,0.065001179184167465,-0.021383140204559989,0.063786165220221402,0.10629065341419511,0.14976468650907188,0.23394066008482151,0.00061804895968281992
z_condition_subj.506,0.1598384207908011,0.071608433778135874,0.022735789585095048,0.11157865023022732,0.15825487790593545,0.20600040359035141,0.307906872799035,0.00077602684457334374
z_condition_subj.507,0.13545364897203996,0.067115237209648987,0.007398950199666493,0.090552274395862248,0.1339555709618731,0.17951582746567896,0.27061671893881201,0.00060531900544089404
z_condition_subj.508,0.031237749201182018,0.070759782965300805,-0.1120311241791577,-0.015373931377461958,0.033172180824424802,0.07938289249526638,0.16492627450761527,0.00093869032540272825
z_condition_subj.509,0.28664300827545913,0.082240430613946494,0.13301500464784799,0.22991509321625875,0.28425380925278004,0.34185053184546949,0.45169628617537766,0.0014882163091636236
z_condition_subj.510,-0.006775671896925059,0.073283779370429042,-0.15398470917949839,-0.055462098233124216,-0.0041067903052292021,0.044008065585658798,0.1302452481107319,0.00091247870384105682
z_condition_subj.511,0.18835793086691788,0.069270271991348234,0.058637887254926239,0.14035620811568308,0.18659739785149831,0.23370316946902739,0.32868847394242467,0.00083756864762842454
z_condition_subj.512,0.03858942446492325,0.067567228801217197,-0.099016229299514688,-0.0054714038737650877,0.040043240255327205,0.083723542457039085,0.16746824564590129,0.00073604260362399271
z_condition_subj.513,0.078265684773070138,0.068235440784748996,-0.058162669302899705,0.033301021679489853,0.078211427165768413,0.12384320873969722,0.21195177594980347,0.00066466039411873924
z_condition_subj.514,0.052276604784276669,0.068291329364467149,-0.085296644741592889,0.0070682309439898672,0.053418642548632586,0.098724120005056731,0.18360399357843271,0.00062920111507554872
z_condition_subj.515,0.12380839653283324,0.066656800878157285,-0.0043306425152113553,0.079457697935641919,0.12299085060987873,0.16789725694966179,0.25976518571426682,0.00064335752565928086
z_condition_subj.516,0.088126431196153737,0.071083540386164226,-0.0535865164145998,0.041672379226640792,0.089404689661490094,0.13543280744914662,0.22757045120770802,0.00067298642072886731
